# S11_ct_floor_field - Around the 3.0 floor with field shapes: noise, big warm-up, the 3-min sync step, a spike, two-stage, optical transient
# calibrated units, one slot per line, 90 rounds x 20 s. sse_test_server.py --slots <this> --reboot renders it.
320.3,348.7,361.0,371.3,374.7,383.4,378.1,384.3,379.1,387.2,388.4,398.9,400.5,407.3,425.0,434.1,452.0,470.3,481.4,495.8,504.9,511.8,517.7,518.3,527.9,532.8,534.1,533.1,533.5,532.5,531.5,528.5,533.1,527.5,534.2,536.5,529.9,528.3,537.5,535.8,537.8,533.8,539.2,537.3,538.8,536.4,536.7,537.7,542.1,542.5,540.7,535.1,538.8,543.5,537.7,540.8,543.9,542.0,542.4,544.8,546.0,546.8,543.6,544.9,538.8,542.5,540.8,540.9,537.5,544.8,545.2,543.8,542.5,547.2,547.0,546.7,549.2,551.2,550.2,546.1,547.6,549.0,549.2,556.5,547.3,552.2,552.4,548.7,544.6,551.5
131.4,212.9,268.4,304.2,331.8,344.7,358.9,365.9,370.4,374.7,385.5,390.2,398.1,408.8,415.6,431.8,447.0,466.1,475.7,490.3,503.7,512.9,517.4,523.1,526.5,528.8,527.4,529.3,534.5,532.2,533.6,533.4,534.8,535.4,535.4,536.8,532.0,535.1,535.2,533.6,535.3,535.0,536.7,537.3,536.7,538.6,534.2,536.5,537.7,542.4,538.4,539.7,537.4,540.0,541.4,541.4,542.9,542.8,539.3,540.1,542.0,542.7,544.0,543.0,543.0,541.7,543.2,543.5,539.8,545.5,546.9,545.7,545.2,545.2,546.5,545.5,543.9,547.7,546.8,546.4,547.7,548.2,547.2,549.9,548.1,548.6,548.5,549.0,548.8,548.0
319.6,351.1,363.2,373.5,376.8,378.6,383.5,382.5,385.0,386.2,387.8,395.3,404.7,414.1,426.5,441.0,458.3,473.2,486.1,501.6,512.8,518.1,525.3,528.8,531.4,529.8,530.2,534.3,536.1,539.3,535.2,535.8,538.9,540.0,540.5,542.5,540.9,539.6,542.8,541.5,544.2,543.3,541.7,546.2,542.5,545.0,544.7,546.7,546.0,547.2,547.1,549.1,548.4,547.2,550.2,549.8,549.9,550.7,551.9,554.7,551.2,550.5,552.0,551.0,552.7,555.4,554.7,555.6,555.4,557.1,556.9,557.6,557.9,558.3,557.5,560.2,558.4,562.8,560.4,559.4,562.9,561.0,563.2,565.9,561.7,565.6,565.5,567.3,566.1,563.1
378.9,379.7,382.0,379.9,385.5,380.4,384.9,381.7,384.3,436.3,442.9,448.2,451.6,463.3,477.3,491.9,506.8,523.4,538.1,549.1,560.4,565.6,571.9,576.4,575.8,581.5,582.2,579.2,580.0,583.1,583.5,582.5,585.7,583.5,583.5,585.0,586.8,587.5,583.4,584.4,588.4,589.4,590.4,590.9,583.3,587.7,588.0,587.2,589.8,588.6,588.7,589.7,590.7,591.9,590.3,587.4,588.8,591.5,592.1,591.7,592.5,592.7,593.7,591.6,590.8,595.8,595.8,594.4,594.0,593.1,593.4,596.2,596.6,594.0,594.1,596.4,596.1,596.0,597.3,596.2,595.4,599.6,598.9,595.6,600.4,600.8,599.9,596.0,599.6,598.1
377.6,378.8,379.5,380.7,382.8,383.9,384.4,384.5,390.7,441.0,447.5,455.7,467.5,479.7,495.3,510.1,527.0,540.6,550.8,558.4,569.6,573.4,574.5,577.8,577.8,581.9,581.7,579.5,583.0,583.6,584.7,587.5,583.0,585.5,586.6,587.4,587.4,586.5,584.2,587.3,588.0,586.5,586.7,590.4,585.5,587.4,588.8,586.4,590.5,587.8,589.3,589.8,588.1,590.6,593.9,590.6,590.9,590.4,589.6,593.4,591.9,592.6,590.7,592.7,594.2,594.8,592.5,595.4,593.4,596.3,594.6,595.9,597.5,596.8,596.2,595.4,599.7,597.2,596.3,594.7,596.3,595.4,598.8,599.6,598.7,595.7,600.8,598.9,601.1,601.1
341.2,357.7,368.5,371.4,378.9,379.1,382.7,385.0,381.6,434.1,438.0,442.6,449.1,455.7,467.8,478.3,494.8,506.8,524.5,538.1,553.2,559.8,566.9,572.0,574.7,579.0,579.9,582.2,580.3,581.5,583.3,583.1,585.8,582.2,583.8,586.1,584.6,586.3,587.5,584.7,584.7,588.1,584.2,588.9,586.5,587.5,585.0,589.1,590.7,590.5,587.2,589.2,588.8,590.4,589.4,588.1,588.9,592.3,591.9,588.0,590.2,592.1,593.4,592.5,594.2,590.2,591.7,590.8,592.3,593.2,591.9,596.2,596.8,598.0,596.5,596.0,596.9,594.3,597.2,596.2,597.3,597.9,597.5,598.7,597.1,598.8,599.9,600.5,600.5,599.7
381.6,379.0,382.9,381.2,379.5,381.3,383.2,383.3,387.0,385.9,430.0,436.6,405.3,414.6,424.3,440.3,456.2,474.5,488.3,501.0,510.5,516.3,521.5,526.6,526.8,527.9,532.7,531.8,531.7,531.8,535.1,533.2,535.9,534.3,532.3,535.4,537.1,536.6,537.2,535.7,535.5,537.3,539.4,537.5,538.8,537.4,538.6,538.0,540.2,538.3,539.1,539.7,542.2,544.1,540.4,542.3,542.2,539.6,543.0,543.0,541.1,546.6,539.7,543.3,542.7,544.1,542.8,545.1,543.9,543.4,544.4,545.3,542.1,545.3,543.6,545.6,545.1,546.3,545.2,547.0,547.0,546.2,547.5,549.4,547.3,546.3,546.8,547.9,550.2,551.4
263.1,278.1,291.3,294.7,297.9,300.3,303.1,305.5,311.3,317.4,324.5,334.7,341.3,348.1,359.6,369.3,389.3,412.2,430.8,442.5,450.0,459.4,462.5,463.9,460.1,465.1,465.2,466.6,462.8,468.7,465.0,465.2,466.4,464.5,468.4,467.0,466.7,464.3,464.4,467.5,468.4,465.8,469.0,469.8,469.9,470.0,469.7,468.3,469.9,473.4,468.5,468.0,470.8,471.5,473.6,471.8,470.8,473.8,475.0,472.4,472.2,473.0,476.2,472.9,476.4,473.0,477.3,478.0,475.7,477.6,476.6,475.5,477.2,475.5,479.0,476.4,477.6,478.9,477.1,478.5,477.2,477.8,477.0,477.7,480.2,479.6,480.5,482.2,481.4,480.4
340.9,360.5,370.5,373.0,374.8,379.4,379.3,382.6,379.1,429.0,430.3,434.3,433.2,436.8,441.3,448.5,453.8,466.6,478.5,494.8,512.1,525.3,539.3,552.3,559.8,569.1,572.5,579.1,581.0,580.3,581.4,583.1,581.6,581.3,584.5,584.1,583.7,586.9,588.4,585.1,585.3,583.6,586.1,586.8,583.4,583.8,587.8,588.7,588.9,587.0,588.6,587.5,590.2,590.3,588.7,589.4,589.1,586.6,592.3,592.1,592.2,591.5,589.8,589.6,591.5,594.5,591.6,592.8,594.3,592.1,589.6,593.5,591.4,596.4,596.6,592.2,597.4,593.9,596.2,597.9,594.3,595.4,594.9,595.6,595.6,596.8,596.4,597.9,597.7,598.8
158.2,242.9,307.5,351.8,380.4,406.4,419.0,431.6,438.7,445.6,450.4,452.2,456.8,457.5,459.6,461.5,457.9,459.0,459.4,461.0,457.7,459.8,458.2,462.1,459.9,460.9,462.3,461.3,460.5,460.3,457.4,458.9,459.0,459.9,459.8,460.7,459.4,460.8,461.7,461.0,461.9,459.3,458.6,458.3,458.3,465.3,458.3,462.2,461.3,462.0,459.4,461.2,459.1,459.7,459.6,458.1,461.1,459.4,459.0,458.9,456.5,464.2,460.6,461.1,458.9,458.5,461.0,459.4,460.2,456.6,461.5,460.1,460.7,458.5,460.4,463.0,459.9,458.2,459.6,460.7,462.3,458.4,458.9,458.8,461.6,459.8,460.0,459.4,459.8,457.3
