# S03_slight_positive_boundary - RAW counts for slopes 1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400 origins 0,0,0,0,0,0,0,0,0,0. send_slots.py COM7 <this> --loops 90
# run_sim_cases.py rebuilds this from the UNIT's own slopes; use it instead when you can.
390,415,423,428,431,435,433,432,435,430,432,436,432,435,433,436,434,434,436,433,431,434,433,435,436,429,435,437,434,434,438,430,431,432,435,432,433,436,436,434,435,434,437,432,430,437,434,433,434,436,433,432,436,436,437,435,438,438,439,440,444,447,451,455,466,476,490,495,509,520,535,540,550,560,564,563,569,570,576,576,574,578,574,577,581,580,584,581,579,581
368,383,394,396,402,404,408,405,404,405,408,411,404,407,407,406,406,408,408,406,400,405,409,408,405,409,404,407,403,405,409,405,404,407,408,404,406,408,407,405,403,403,406,405,408,406,407,408,406,411,408,402,409,408,410,409,407,408,409,408,412,411,415,417,424,426,438,442,451,467,476,484,498,511,520,526,532,536,536,541,546,546,548,549,549,552,554,550,557,552
448,467,475,488,485,487,495,491,489,492,489,492,493,487,492,492,489,487,491,487,488,491,493,488,490,491,489,489,491,487,489,491,488,492,491,493,492,489,493,489,483,493,492,493,494,493,492,489,491,491,486,491,489,488,491,488,490,489,490,491,490,494,498,492,496,495,499,501,507,510,520,523,536,543,554,567,583,593,604,609,611,619,620,626,630,631,632,631,632,631
534,554,562,568,570,572,576,573,576,575,576,573,577,573,577,576,575,570,574,579,576,570,579,573,569,575,576,576,569,576,575,573,575,575,571,572,571,576,570,573,571,572,573,575,576,570,576,574,576,572,573,574,574,574,574,568,575,574,571,574,577,576,574,575,573,573,575,579,576,579,583,584,589,594,605,611,615,626,641,659,667,675,685,693,700,702,710,709,713,712
324,343,354,362,361,359,362,363,361,364,364,365,363,364,363,366,365,361,369,364,364,364,366,363,367,362,364,363,361,365,365,364,362,364,365,361,365,366,367,367,366,362,365,364,363,366,363,364,368,363,365,367,366,365,365,365,364,367,363,366,364,360,363,366,361,369,364,365,364,365,365,368,366,365,371,372,379,377,377,387,393,400,405,424,433,445,457,469,475,481
422,440,449,456,455,457,463,464,460,461,461,461,462,461,462,463,463,458,459,463,466,459,465,466,460,462,467,463,462,464,460,461,461,460,462,462,464,460,458,459,465,463,460,460,463,464,463,463,462,462,464,462,460,458,464,460,461,465,459,465,460,462,457,462,461,464,462,461,466,460,466,461,461,465,461,462,465,465,466,470,465,470,478,488,491,497,514,523,535,548
378,398,409,415,418,422,420,422,417,420,418,418,419,422,421,422,422,423,418,419,423,422,420,422,421,418,415,419,421,416,420,418,420,424,422,420,420,418,421,421,417,422,416,422,417,424,418,420,420,421,419,417,420,423,420,421,417,424,417,415,420,421,420,417,419,416,420,420,423,424,420,424,425,432,435,441,446,450,457,463,467,474,479,477,483,485,481,486,484,492
378,397,406,415,414,421,420,423,424,421,419,418,420,422,417,417,422,421,419,415,423,421,419,420,421,419,417,417,421,424,420,417,419,422,420,421,419,418,419,423,421,420,416,418,420,422,416,421,420,422,424,421,425,425,426,426,431,433,442,442,451,462,474,490,495,513,522,534,540,546,549,555,559,566,560,562,563,563,567,563,565,565,564,570,572,566,570,573,564,572
630,640,650,656,656,657,656,662,661,661,662,660,660,658,664,660,663,663,661,665,662,664,666,667,664,661,663,667,663,670,665,667,665,669,664,666,664,664,666,669,666,666,667,666,667,670,667,671,667,666,669,671,672,670,673,671,670,669,671,671,670,668,672,672,671,677,675,676,675,677,673,675,677,675,676,676,675,677,674,673,675,678,674,677,679,679,679,677,675,679
195,231,258,271,274,277,276,279,275,281,277,283,277,275,281,281,273,279,279,277,277,278,281,279,278,275,280,282,280,278,281,281,278,278,279,282,281,278,275,279,278,277,277,285,285,275,283,283,278,282,280,279,281,278,278,283,277,283,276,279,282,275,277,283,286,279,275,278,278,282,281,274,277,282,280,279,277,276,277,283,280,275,279,282,282,282,284,276,282,282
