# S02_negative_field - RAW counts for slopes 1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400,1.400 origins 0,0,0,0,0,0,0,0,0,0. send_slots.py COM7 <this> --loops 90
# run_sim_cases.py rebuilds this from the UNIT's own slopes; use it instead when you can.
298,309,312,317,317,318,407,407,405,405,408,404,409,406,411,409,410,406,407,411,407,406,408,407,404,407,407,409,407,406,407,410,407,406,407,409,409,407,407,406,409,407,406,403,407,408,409,406,406,407,408,409,408,410,409,405,407,409,407,407,406,406,405,407,409,409,408,410,410,409,406,409,407,406,409,409,406,407,409,409,409,410,407,408,409,408,407,407,409,407
527,526,525,526,526,529,616,618,618,617,618,617,620,621,618,618,622,618,621,620,618,622,622,622,622,623,626,622,626,623,626,625,625,625,627,626,625,626,630,627,628,628,629,625,632,628,629,630,633,629,630,630,633,631,631,634,634,634,633,631,636,635,634,636,633,635,636,637,636,636,635,636,640,640,640,639,643,642,639,642,639,640,642,640,645,641,642,642,642,641
446,450,451,447,452,450,542,543,545,544,542,542,543,538,544,546,548,544,540,547,546,543,546,541,546,547,548,548,548,547,547,547,549,546,544,552,544,544,549,546,549,549,548,550,552,548,545,546,555,552,549,546,552,551,554,552,549,553,550,549,549,552,552,554,551,553,552,556,551,553,558,560,560,558,562,561,557,561,560,568,561,561,566,570,567,569,571,572,568,571
444,443,442,443,444,440,531,533,531,533,531,532,533,533,532,534,533,534,532,533,535,536,535,535,532,534,535,533,532,533,533,534,533,536,534,534,534,534,537,535,534,534,535,534,535,534,535,535,535,533,534,537,535,540,536,534,538,535,537,536,537,535,540,537,537,538,535,539,540,537,538,536,537,538,538,536,537,539,538,538,537,538,537,536,538,539,540,538,538,538
31,130,172,193,204,204,294,294,296,299,298,300,299,286,300,302,297,294,300,299,299,294,298,301,295,295,297,303,303,295,287,296,297,291,290,297,295,296,294,295,299,298,299,296,296,295,299,293,298,291,295,297,296,303,294,296,298,295,301,289,299,299,300,299,298,302,300,298,294,299,301,296,294,295,294,297,292,298,298,301,297,292,296,298,300,297,290,296,296,294
420,425,423,427,415,422,522,509,499,517,515,512,519,514,514,505,516,511,513,519,508,518,516,511,505,513,515,517,510,512,508,507,518,516,501,515,517,517,511,502,513,508,505,514,531,503,512,521,504,513,509,509,508,514,517,507,501,513,513,510,508,518,511,521,505,529,521,511,509,513,524,511,519,518,516,515,520,514,509,513,510,506,514,511,516,508,514,506,510,510
553,554,552,555,552,552,641,642,643,642,642,642,642,640,641,640,641,641,641,641,640,641,640,642,640,639,638,640,639,637,638,639,639,637,638,638,637,637,638,637,637,638,636,636,637,636,636,635,636,637,636,633,635,637,634,635,638,635,633,635,634,633,635,633,632,633,633,634,632,632,632,634,635,633,632,632,630,631,630,633,632,630,630,632,631,631,631,631,630,628
399,402,401,399,401,400,493,486,489,488,484,489,492,490,487,491,485,493,491,489,486,489,489,489,488,489,488,488,486,487,488,484,491,486,487,487,483,485,487,485,486,490,486,488,486,498,495,498,500,498,494,491,487,486,485,487,484,488,492,490,488,488,487,485,487,489,490,489,487,489,489,485,488,491,486,486,487,489,488,491,489,490,488,487,490,491,491,489,487,492
414,413,417,414,415,413,506,501,507,509,506,503,502,504,505,506,506,504,506,507,504,510,508,507,504,506,503,508,507,509,504,508,508,508,507,509,509,509,507,512,506,511,511,511,514,508,511,513,511,514,512,511,515,511,515,512,509,509,509,515,518,516,516,517,515,518,521,518,517,519,517,520,518,522,525,520,520,522,524,522,523,526,523,527,527,528,526,525,527,529
786,777,780,784,775,783,866,868,869,875,869,871,871,870,872,870,874,865,884,875,873,881,871,870,876,867,870,872,875,866,873,875,872,868,870,874,869,875,876,873,868,872,873,872,872,873,869,874,870,874,866,877,868,874,865,877,872,872,875,880,873,870,873,863,871,873,876,868,870,880,874,862,873,871,872,871,875,865,877,868,870,870,873,865,869,871,875,866,870,869
